description,26FP12B,26FP12C,26FP12D,26FP12E1.3.LA,26FP12E1.3.ME,26FP12E1.3.YE,26FP12E1.TE,26FP12E2.TE,26FP12I,26FP15B,26FP15C,26FP15D,26FP15E1.3.LA,26FP15E1.3.ME,26FP15E1.TE,26FP15E2.TE,26FP15E3.TE,26FP15E4.6.LA,26FP16B,26FP16C,26FP16D,26FP16E1.2.LA,26FP16E1.2.ME,26FP16E1.TE,26FP16E1.YE,26FP16I,26FP17B,26FP17C,26FP17D,26FP17E1.2.LA,26FP17E1.2.ME,26FP17E1.TE,26FP17E2.TE,26FP18B,26FP18C,26FP18D,26FP18E1.3.ME,26FP18E1.TE,26FP18E1.YE,26FP18E4.8.LA,26FP3B,26FP3C,26FP3D,26FP3E2.TE,26FP3E3.TE,26FP3E4.LA,26FP3E4.TE,26FP3E9.7.LA,26FP3I,26FP7B,26FP7C,26FP7D,26FP7E1.TE,26FP7E2.TE,26FP7E3.TE,26FP7I,26FP8B,26FP8C,26FP8D,26FP8E1.2.LA,26FP8E1.ME,26FP8E1.TE,26FP8E1.YE,26FP8E2.TE,26FP8I
UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),5290.954169,5321.476537,3267.323419,9178.20915,7156.498407,6396.415,35832.8,51696.54,9929.666932,5036.34565,8468.688064,2822.327962,6984.464773,11166.23414,2962.274879,7492.024185,4841.952096,7962.733,5385.197556,9463.021642,5415.319,6259.331798,9872.604832,12951.65163,5492.311469,16.4045758,6606.296019,9970.295068,8934.232,8350.443,9418.666579,10838.90666,12786.25,4702.818387,6475.761,9052.301025,7402.419345,7962.678,9868.221041,14932.92,10614.08257,4071.299887,3101.338313,11556.74538,8013.696465,11317.02202,47890.66,8500.441,12.47975,5774.277,6068.424558,4168.566053,5559.59978,6085.381,7206.963484,318.649572,9479.180052,17435.39211,11517.20656,7750.642899,4805.07796,3386.093246,7679.890743,4400.312695,1023.166593
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),5380.689265,5325.154427,3363.531556,12583.84044,10443.48558,8402.869,43182.21,56972.05,9964.908131,5160.296466,8475.164898,2904.837195,8806.530693,15221.90931,3931.923999,9926.815232,6673.646278,11068.43,5493.51685,9504.273988,5609.166,8844.64324,12382.2172,16215.29763,7531.119446,16.4717149,6749.058731,10007.89007,9220.341,11901.03,12499.13493,13427.9282,17204.77,4798.430388,6645.285,9402.517599,10108.39766,10255.39,13515.70451,19642.78,10732.87347,4131.31683,3184.713243,16128.96008,11565.91808,14392.6396,54069.76,12249.12,12.607947,5888.351,6175.621824,4257.014524,6472.151447,7328.491,9301.573101,318.926644,9691.691091,17472.20302,11905.739,11124.80731,6118.215744,4392.104283,10069.79037,6373.233157,1039.084659
"superpathway of 2,3-butanediol biosynthesis",112.530741,13.01846,84.054004,240.938414,258.882453,107.5423,2529.015,1527.635,93.713639,96.821017,24.526504,54.800683,298.633841,770.381459,127.19162,443.443269,209.583605,413.8583,139.68841,30.736519,121.2657,318.81408,611.270165,624.419685,321.671759,0,163.628829,75.061795,337.9778,354.8307,495.153445,354.347938,731.8198,24.182937,230.9826,352.512926,254.993129,253.4381,384.250439,305.897,28.429479,145.771449,122.958114,513.622953,295.01482,230.092478,1447.1,329.9873,0,119.5715,172.968658,121.338866,222.935879,338.7816,293.746924,2.768252,134.981728,77.021068,292.791957,603.809719,231.591132,112.547016,202.919321,274.679193,2.4404686
mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,8.711815,6.2221073,2.180846,0,0,0,0,0,0,1.089583,4.151713,0,0,0,0,0,0,0,4.359705,6.698925,12.93327,1.090778,5.45306,0,0,0,8.725882,1.262505,55.42366,0,1.090755,0,0,9.54096,6.531761,38.045381,0,0,0,0,0,6.538621,7.61814,17.440898,0,0,1.09089,1.090776,0,5.447289,48.758579,14.06348,0,0,0,0,5.981725,7.635317,7.627547,0,0,0,1.090868,0,0
Kdo transfer to lipid IVA III (Chlamydia),5249.74,5306.85,3104.95,11740.33,9781.75,7923.08,39494.68,53623.17,1102.88,5034.96,8428.41,2768.24,8074.63,13801,3510.08,9051.17,6193.42,10171.17,5345.38,9424.06,5394.27,8006.58,11352.5,15060.25,6922.75,13.5,6559,9903.36,8498.72,10935.96,11514,12533.25,15753.03,4496.27,6333.05,8724.28,9362.25,9593.75,12575,18473,3731.22,3923.45,2963.18,14751.33,10748.85,13581.41,50666.08,11375.34,2,5715.48,5895.82,4092.44,6039.83,6746.46,8636.17,42.25,9453.23,7727.8,11368.52,10142.75,5657.25,4065.67,9524.75,5823.67,551.85
peptidoglycan biosynthesis V (&beta;-lactam resistance),0,0,0,0,0,0,0,0,158.669154,0,5.873971,0,0,0,0,0,0,0,0,0,16.86444,400.82954,0,21.967639,0,0,0,58.190393,63.83041,0,0,22.359404,0,0,0,0,0,0,0,0,298.566498,0,0,0,0,5.815666,0,0,0,0,5.95422,0,0,0,0,16.188615,0,89.53371,0,0,0,129.093624,0,0,0
peptidoglycan biosynthesis IV (Enterococcus faecium),126.704612,28.5991248,329.320857,0,4.797499,0,8534.644,2854.407,455.274097,109.966197,57.243347,64.813662,38.212967,636.095763,1061.923065,0,53.939855,2.399415,65.725142,0,56.70002,767.182431,0,52.607997,0,2.02581,19.089359,103.964244,187.1066,4.797827,0,66.824223,267.887,87.130277,444.6237,487.672767,0,66.71163,0,11.99184,2982.027753,576.20087,160.81287,7.675888,38.255812,38.287191,43.15855,0,0,0,190.11397,28.488924,0,1.919434,54.080511,30.236066,223.743301,12539.84905,498.318214,7.194755,0,226.2039,0,0,37.1095251
GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,9.989739,1.999622,31.813814,0,0,0,803.621,9.99838,1636.123839,0,11.991418,3.996702,61.435761,0,0,1.999307,0,0,1.999581,0,1.999566,0,0,5.997242,0,0,0,19.979528,91.43078,9.985629,0,29.916849,29.90041,5.995948,17.97134,67.686275,47.644418,7.991991,5.995974,17.97632,1834.424793,19.945451,21.908193,41.79801,27.864371,11.986691,143.6397,0,2.482759,17.96882,29.918718,1.999463,11.976471,19.93548,5.99464,75.049364,25.96017,242.073856,23.971074,1.999278,0,5.987821,0,9.968398,194.375948
L-tryptophan degradation XII (Geobacillus),15.844474,0,0,0,0,47.03514,354.5021,1991.479,122.971298,37.526257,8.123933,91.679072,67.577887,0,0,349.303103,0,0,12.303814,9.818564,98.22016,0,0,76.946631,0,0,51.020122,0,143.2842,0,0,284.632422,0,3.86778,19.49406,122.185041,0,21.28469,0,0,0,24.771017,27.158093,0,0,34.731147,35.88089,0,0,11.13884,51.24903,40.808654,203.242801,0,111.835911,0,18.125093,5.198878,36.776,0,0,0,0,5.891591,0
4-deoxy-L-threo-hex-4-enopyranuronate degradation,1292.371718,2096.344817,784.735102,8814.95111,8083.998111,5348.32,29610.46,28057.24,4081.930983,836.009254,8123.155961,590.032795,6129.214384,11531.36135,2433.201323,7485.55969,4933.004272,7574.636,1060.599793,458.479888,1038.832,6681.504786,7733.606466,10022.66269,5443.744436,9.7863192,1050.350952,2990.509731,2004.86,8557.766,8796.269908,8583.350486,12104.18,2893.842381,2673.556,2637.588622,6889.622319,6834.558,10270.53963,13192.9,5646.39386,2934.665554,744.34519,11968.032,8875.852042,9030.702819,26452.86,9143.448,4.899186,881.1841,1006.12057,680.069181,3477.737285,4749.933,6449.004806,172.736433,4231.339909,14139.36326,3433.630279,6748.365931,4299.22201,2911.591485,6702.708017,5021.840247,349.8556205
8-amino-7-oxononanoate biosynthesis I,3141.548147,3651.717032,2303.153272,14292.55275,12436.38685,9265.885,48784.53,53068.17,2022.56832,2276.688484,9457.214032,1860.577663,9463.815263,17866.24262,4409.148515,12178.74634,7765.483793,13088.51,2872.664887,2388.125833,4029.272,10447.97048,13402.36934,17389.13415,8849.259531,17.3887248,4295.541576,6488.853283,8402.864,14309.45,14188.05672,14470.08001,20708.83,4454.591548,6147.258,8192.214362,11599.2211,11201.63,15500.41726,22579.43,4062.52003,4571.002843,2834.018512,19399.47711,14127.26888,16197.11161,52872.25,14525.97,2.735673,2623.6,4557.756355,2943.650145,6748.634466,7811.289,10466.64089,65.293765,7964.218745,13059.18333,7080.347772,13572.52645,6731.797216,4992.754674,11366.5106,7864.757275,957.7117942
pyrimidine deoxyribonucleotides de novo biosynthesis III,634.380338,5341.217522,64.416801,8.995794,71.678283,0,1841.699,13.49792,1504.548369,188.97994,5552.956119,228.387454,31.42597,0,0,0,0,24.71401,330.976444,10344.19116,115.4315,8.993985,26.961533,8.996749,0,0,3702.635933,10021.0731,614.6656,15.73635,6.747626,60.570884,53.88907,3694.853412,141.9924,1208.067367,2.249672,20.22405,0,0,3007.902113,402.144905,167.183586,154.275821,62.775071,354.242068,298.1772,4.498922,0,75.86812,5205.37971,202.789106,4.497959,51.5125,8.994322,71.467847,370.874167,8406.853371,118.484002,0,17.965442,0,1233.411572,0,150.7533164
norspermidine biosynthesis,72.324397,0.9598414,72.63308,85.877933,130.13035,134.7162,1335.905,3008.675,253.94024,90.452785,9.10533,72.83134,81.858543,262.28652,25.665258,55.56042,102.976568,30.24332,248.11991,9.53107,138.4069,117.008894,264.289988,242.012979,189.79593,4.8891267,138.760637,11.985044,183.7257,46.313,105.446168,282.898413,116.0072,42.95235,117.5845,257.581321,127.664546,87.39899,45.266562,228.3191,18.670628,113.049497,11.850924,149.137583,140.877632,222.74533,951.9358,81.43105,0,117.0628,79.677093,63.019497,246.57667,291.9803,259.851951,0,245.614075,626.066628,597.036971,221.656998,206.418353,78.319107,237.246563,98.852793,0
chondroitin sulfate degradation I (bacterial),0,0,0,0,0,0,0,0,27.48756,0,20.754424,0,43.636364,0,0,0,0,0,0,0,0,0,0,0,0,3.6923077,1.128205,1.142774,0,2.196078,0,0,0,0,0,0,0,0,0,0,1395.452102,0,0,0,0,0,0,0,0,0,1.130223,0,0,22.14619,0,11.558764,0,5.599347,0,0,0,0,0,0,45.8939177
pyruvate fermentation to acetone,1060.381858,3738.442731,258.247032,3.671954,0,0,4158.77,3954.879,546.856015,99.368448,9458.910274,271.53451,34.44203,0,119.427465,729.862507,25.237884,2.226636,280.533169,133.176376,147.0015,3.106588,0,105.492095,0,3.1485944,324.938659,6150.07105,983.8704,3.186065,7.618747,385.273417,1181.991,116.632521,1573.944,1207.75047,0,93.28034,0,808.9711,4496.72026,3057.963524,364.185051,611.874332,589.55694,486.828164,4847.335,3.086523,0,116.5354,541.20692,266.152468,396.508585,233.1219,76.100638,23.170896,3251.70605,10589.94827,422.000635,1.333322,0,178.704381,0,192.019788,27.3063583
superpathway of Clostridium acetobutylicum acidogenic fermentation,35.753784,11.4826898,49.32264,2.992623,0,0,0,0,953.590288,0,82.486725,51.716516,189.688921,0,0,0,0,0,36.988012,4.150246,12.6848,0,0,0,0,5.6053163,4.474575,25.444067,147.0883,19.46537,0,0,4.101887,57.879027,133.1712,128.305218,68.680087,0,0,0,3348.945604,101.661015,54.978111,17.893184,0,7.695836,0,0,0,26.04288,58.014382,8.798451,0,83.44974,0,78.1953,58.498943,9258.118305,162.309805,2.998006,0,0,0,0,259.8706236
guanosine nucleotides degradation III,6560.010651,2526.630502,3916.026601,6558.307962,5290.365369,5358.373,29887.73,49806.34,4722.396001,6235.206549,8489.637076,3338.725389,5498.765545,8023.487537,2038.889098,4652.695083,3722.374536,5823.897,6663.375926,1456.298454,6470.196,4372.486192,7880.52278,11117.02197,4141.645973,14.3074854,6756.248806,4635.767463,10896.86,5176.306,7390.586537,8977.119871,8971.076,1850.953263,8013.637,10485.66029,5407.760835,6749.51,7698.19829,11931.06,6940.760111,4995.543394,3807.904656,7851.9091,5774.764695,9796.445736,48435.42,6180.84,11.450257,7207.277,4256.453042,5235.660752,4965.343753,5305.71,5833.106725,153.388999,11726.16457,13634.02557,13449.22624,5369.542866,3854.495632,2511.456955,5696.577118,3029.14541,847.9867149
adenine and adenosine salvage III,671.281523,1793.024712,387.941192,13.983203,161.03889,7.992016,4622.543,2304.552,9158.425935,79.879254,6973.600738,297.32493,298.986903,284.135828,558.696583,49.725608,42.381594,24.93717,279.97757,279.763325,108.4191,342.441435,33.908012,63.74588,0,8.6231884,66.444072,2430.389818,798.9419,523.9457,25.942678,216.466487,1267.823,2656.016597,1646.403,811.32506,132.106348,85.25416,57.728172,189.0966,9801.749344,2357.958655,304.707911,184.790539,145.062482,154.282367,2665.259,73.48715,11.926244,106.9074,583.33619,105.030378,148.531082,170.358,60.277331,295.482667,2711.994138,24184.85205,1908.121946,66.544489,15.958121,90.020665,264.547882,105.897601,655.4155662
superpathway of tetrahydrofolate biosynthesis,5393.136209,4598.841063,3309.474012,9782.928953,7999.309097,6877.681,37154.06,52300.9,4457.840726,5067.730886,9382.078521,2842.481963,7317.504656,12365.8111,3179.734807,7892.461627,5334.764323,8877.521,5450.248746,3328.780469,5491.345,6903.283454,10356.76299,13736.12799,6072.587178,15.7353461,6351.459902,8076.340748,9162.872,9201.681,10268.39501,11345.69637,13727.38,3999.61369,6762.599,9215.088727,7999.3392,8579.912,10835.47002,16012.26,7870.355965,4431.863893,3158.075958,12382.25612,8658.014072,12085.87562,49572.43,9483.634,10.658954,5795.282,5203.998358,4253.261692,5744.675023,6403.596,7737.527159,151.178169,9947.517349,16399.49271,12134.40095,8481.405115,5101.693294,3557.619801,7870.922062,4912.96051,910.0534166
superpathway of L-phenylalanine biosynthesis,6131.330542,4788.270483,3982.147375,13177.73994,11126.56292,8976.662,46352.47,61320.61,6467.685553,5793.664864,9508.948819,3334.129597,9291.597104,16162.40255,4151.973991,10529.13575,7113.923962,11787.18,6248.959787,5979.707769,6637.69,9379.153669,12966.9594,17290.79201,8011.273031,17.9579626,7498.936965,9097.141453,11860.52,12486.06,13301.14342,14307.33507,18193.41,5235.403228,8062.085,11498.63697,10676.89688,11001.52,14396.99729,21028.89,7174.384069,4966.599167,4046.067987,16950.37941,12284.24655,15522.79017,59693.86,13027.83,6.245889,6669.015,6605.25033,5171.996339,7000.451294,7869.432,9921.779028,226.124597,11147.75848,16940.22485,13609.23855,11680.90685,6481.848391,4643.351273,10465.3706,6755.679151,1314.069342
superpathway of L-tryptophan biosynthesis,0,0,41.595439,0,0,0,0,0,0,20.932767,0,61.944885,0,0,0,0,0,0,83.005525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292.513961,89.07957,191.929645,0,0,0,0,83.411753,128.899469,0,0,0,0,0,0,0,0,38.804311,0,0,0,0,0,142.36663,9225.186221,4101.405673,0,0,0,0,0,0
superpathway of L-tyrosine biosynthesis,6079.897335,4783.196552,3885.636385,13172.51918,11117.80413,8961.769,46094.99,60912.02,6452.991504,5759.511158,9499.034313,3282.590667,9283.875106,16143.9957,4141.928223,10457.53206,7104.666693,11785.32,6171.157722,5962.49875,6469.7,9371.296047,12950.76946,17263.83297,7996.413725,17.0861628,7402.26585,9059.462497,11181.21,12483.34,13294.3906,14258.93795,18169.3,5115.91117,7830.578,11044.82186,10669.28165,10992.62,14393.90245,20947.98,7146.99909,4873.020737,3846.00726,16894.19762,12233.87399,15440.7657,59288.57,13021.8,6.132831,6603.749,6470.603629,4999.676185,6945.47711,7832.253,9892.129309,225.732959,11055.25052,16772.74762,13467.64891,11659.29272,6466.306354,4624.40905,10450.05438,6738.993011,1125.475559
superpathway of sulfolactate degradation,21.19568,0,30.951769,0,0,29.07767,157.5986,1219.858,106.42423,14.206247,0,45.582236,43.237399,0,0,300.930221,0,0,58.820416,0,0,0,0,33.236527,0,0,24.165879,23.950766,106.5379,0,0,189.822629,0,16.640622,34.22695,121.801409,0,0,0,0,19.876687,26.307957,24.513024,0,0,14.398908,14.9416,0,0,118.4144,9.915276,42.842542,104.720754,23.88871,77.666451,0,97.708698,56.619301,111.020048,0,0,0,264.380592,2.478762,0
cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,21.92836,2.7209302,15.998215,0,1.124927,9.187432,296.1234,848.7282,37.682882,12.026937,18.560168,18.543935,2.849578,0,0,0,1.1249,8.996063,29.591818,19.024752,34.94314,1.285603,0,121.8308,3.374179,0,22.903095,22.445396,145.5871,2.999495,3.749457,69.839863,13.29846,26.615407,59.19694,159.232582,44.517739,27.91267,2.99966,95.40516,14.137288,45.694235,20.604774,29.004891,70.57014,94.39395,124.6512,0.9999521,0,14.32375,73.96116,37.135362,63.43242,37.03852,68.737183,0,156.33635,2187.566643,844.525987,3.374334,40.746909,43.291235,3.374355,0,0
queuosine biosynthesis,5291.323429,5312.595542,3198.669833,11882.07994,9892.245152,7986.245,41331.3,54856.31,2858.041258,5086.709177,8453.486148,2810.206196,8310.022449,14409.5,3706.828314,9354.919927,6328.754982,10490.17,5398.869212,9428.307277,5433.095,8292.829917,11718.99942,15424.99882,7137.75,16.2065217,6626.242581,9932.946176,8664.544,11211.7,11857.24998,12748.741,16235.18,4514.583388,6436.238,8928.632348,9548.727981,9764.664,12818.74987,18635.5,5425.098448,3996.552728,3018.431622,15180.37298,10907.85,13726.81791,51988.5,11591.59,3.192091,5776.532,5964.495683,4129.672184,6170.036872,6979.864,8831.08879,97.156895,9512.04468,13433.39169,11561.38109,10503.74998,5804.249483,4157.419594,9518.99998,6011.418971,717.7523176
preQ0 biosynthesis,5208.806052,2095.411974,3213.676716,11988.62251,9885.292108,8006.949,41190.26,55111.55,2098.251006,5052.139088,6670.480472,2820.459011,8295.539782,14243.10241,3733.437408,9440.430059,6297.778041,10391.08,5390.62512,1488.080571,5559.892,8203.049221,11726.5915,15403.55095,7069.982866,14.4564639,5662.922107,3910.481653,9014.481,11067.76,11767.85517,12837.36094,15977.03,3146.767594,6545.031,8996.654079,9547.976324,9722.349,12763.1577,18824.45,3149.047458,3972.492172,3105.0253,15237.73806,11044.32633,13749.01038,51781.71,11532.97,1.826679,5791.871,3839.92833,4245.15217,6226.076997,6919.666,8819.108001,67.354777,9495.329653,8756.498554,11579.87857,10443.5054,5802.959995,4201.639244,9520.561917,5981.60787,771.5998305
ubiquinol-8 biosynthesis (prokaryotic),5376.856627,3144.385697,3306.065502,14031.71658,11790.84174,9361.985,47001.98,61005.9,1645.843422,5265.314203,8432.007328,2903.710374,9589.812559,16917.63286,4204.85778,11048.6936,7480.58562,12417.82,5539.631552,2722.525619,5745.71,9761.289587,13589.45497,17914.89269,8429.515624,13.1475443,6221.289358,5967.899211,9112.5,13042.57,13917.68228,14802.0238,19262.57,4027.024681,6699.765,9384.181528,11262.78399,11405.54,15135.23918,22038.65,1454.45963,4483.954367,3172.360284,18041.14333,13124.96693,16074.15996,59267.08,13789.58,2.953786,5975.145,4879.240958,4305.415788,7046.033465,8012.182,10321.99465,45.206478,9829.527032,9563.991995,12054.29685,12482.63581,6761.334816,4865.650593,11146.86951,7196.129417,564.4674713
L-rhamnose degradation II,3.389234,0,7.420065,0,0,0,0,0,0,3.836919,0,5.078318,2.59738,0,0,0,0,0,10.609349,0,0.7898568,0,0,0,0,0,0,1.322282,11.32469,0,0,0,0,17.535898,21.40951,17.647671,0,0,0,0,3.891929,16.610202,0,0,0,0,0,0,0,0,14.340066,1.769501,0,0.699063,0,0,20.267051,39.215682,61.666345,0,0,0,0,0,0
methylaspartate cycle,6.384849,6.9483129,0,0,0,0,0,0,102.988719,9.408344,6.964502,15.409453,0,0,0,0,0,0,13.154323,0,3.736368,0,0,0,0,0,0,0,0,0,0,0,0,6.775056,37.11944,56.767141,0,0,0,0,173.678079,46.675508,0,0,0,0,0,0,0,0,35.485832,0,0,0,0,0,32.092421,29.823421,228.003232,0,0,0,0,14.093041,0
starch degradation V,1724.258409,2754.402649,1289.929187,505.615447,1585.341556,252.8972,7917.354,7161.167,11050.34891,506.451335,9902.94958,804.82846,1073.391394,1706.757769,668.541511,1709.223209,393.102736,1024.108,1056.555206,1021.414118,1475.669,872.904325,1055.790778,798.476484,629.957496,17.9075342,1207.669882,4757.691069,4946.841,2118.21,1015.360902,1093.961163,2433.082,3728.055776,4145.488,4132.632394,673.358782,619.0092,859.045178,1981.606,11175.22645,4343.096917,1600.709961,1555.011808,5274.356215,1159.344826,9658.867,1219.102,7.333009,872.7108,2027.398581,1408.699274,965.687238,997.7966,631.835574,361.990493,6209.664875,13613.71079,3597.099304,299.975663,1119.080381,498.891713,1154.503235,676.760256,1205.521101
CMP-legionaminate biosynthesis I,0,0,0,0,0,0,2388.289,1265.318,79.321435,0,5.997876,0,5.998232,0,85.200973,638.195325,7.995951,0,0,0,0,0,0,49.933465,0,1.8692454,0,0,0,0,5.998779,194.770145,431.4312,0,0,0,0,25.97185,0,361.1468,20.975572,0,0,423.26137,165.002728,218.56701,855.9497,0,1.839789,0,0,0,355.251616,130.9805,49.885399,9.500633,0,0,0,0,0,163.359482,0,57.780397,2.3374783
isopropanol biosynthesis,164.536951,19.9597444,258.247032,1.646628,0,0,0.9999192,0,151.579921,99.368448,22.973102,129.063502,0,0,0,0,0,0,153.3838,133.176376,147.0015,2.798735,0,0,0,1.7617978,324.938659,232.206957,983.8704,3.186065,0,11.872603,10.37453,43.863864,686.6389,1207.75047,0,15.13374,0,0,15.988136,266.180147,364.185051,11.91249,0,11.895134,749.511,1.297258,0,116.5354,541.20692,266.152468,0,75.03909,0,0,321.029884,55.918576,422.000635,1.333322,0,0,0,0,5.9803913
thiazole biosynthesis II (Bacillus),810.625695,2620.160797,161.884772,2.399721,38.313906,0,2642.257,754.8723,349.484357,58.905905,7236.605896,169.690259,2.735482,0,0,0,11.986875,7.197153,233.722808,405.01306,56.89627,2.399597,2.399719,0,0,0,26.339568,3652.165076,165.6649,0.6959748,0,16.78731,4.799195,3308.056799,1804.135,288.132517,0,19.17821,0,0,1248.378493,2553.822171,101.779923,0,9.595171,9.596145,7.199434,0,0,36.82428,480.013109,65.853553,0,1.895705,4.7985,16.542293,3420.804089,8377.308228,1303.268473,0,9.590876,0,0,0,46.4895741
thiazole biosynthesis I (E. coli),1004.791291,2919.942859,481.452178,11.992094,47.847225,5.997032,8.99877,5.999583,3914.072597,73.424911,7463.871336,330.508447,306.841793,8.996337,11.974371,2.999392,2.999069,17.97986,311.42522,503.81226,79.78453,2.999288,17.982172,23.97568,0,8.0935939,53.714538,4222.657559,678.8319,54.69364,17.982182,41.910588,21.58174,3634.860891,2173.319,742.836998,86.485676,11.99034,26.962741,26.97475,5262.275826,2795.608127,288.361842,26.969266,0,35.938713,1205.878,13.99891,7.063249,106.8747,615.480024,93.693541,38.843975,103.3725,17.976145,127.589488,3971.060144,10456.1795,1786.650196,38.906351,11.983885,8.987516,14.984855,23.938277,629.7325587
superpathway of thiamin diphosphate biosynthesis II,2562.92632,4470.537243,677.854643,11.989389,188.738441,0,10633.16,3590.17,1119.244488,282.047267,8575.440463,689.762861,13.660392,0,0,0,59.500589,35.89141,1003.321411,1697.18993,273.5185,11.984465,11.989383,0,0,0,129.835286,7657.182195,771.9589,3.479048,0,83.520612,23.96934,4485.092019,4335.512,1283.742908,0,95.17299,0,0,3469.929516,3681.183063,450.84521,0,47.815573,47.852296,35.97826,0,0,179.762,1874.388844,310.427362,0,9.468806,23.942876,51.495333,7193.792457,9972.796305,4552.84787,0,47.656062,0,0,0,185.7602849
